Espécie,Extinções Totais,Extinções Secundárias,Grau Entrada,Grau Saída,Grau Total,Betweenness,Closeness,PageRank
Melphidippa Antarctica,1,0,72,48,120,357.72,0.5566,0.0019
Oediceroides Emarginatus,1,0,104,48,152,111.87,0.5658,0.0026
Oediceroides Calmani,1,0,104,48,152,111.87,0.5658,0.0026
Maxilliphimedia Longipes,1,0,11,48,59,37.9,0.5042,0.0008
Gnathiphimedia Mandibularis,1,0,54,48,102,1253.89,0.5324,0.0038
Echiniphimedia Hodgsoni,1,0,34,48,82,139.58,0.5168,0.0009
Iphimediella Cyclogena,1,0,39,47,86,194.14,0.5207,0.0024
Paraceradocus Gibber,1,0,102,48,150,81.62,0.5638,0.0027
Liljeborgia Georgiana,1,0,95,50,145,290.42,0.5699,0.0033
Momoculodes Scabriculosus,1,0,0,48,48,0.0,0.4969,0.0005
Uristes Gigas,1,0,136,48,184,254.77,0.5955,0.0029
Eurythenes Gryllus,1,0,151,56,207,8624.65,0.6023,0.0082
Bathypanoploea Schellenbergi,1,0,146,48,194,437.84,0.5977,0.0038
Pseudorchomene Coatsi,1,0,0,48,48,0.0,0.4969,0.0005
Heterophoxus Videns,1,0,109,48,157,569.21,0.5754,0.002
Haplocheira Plumosa,1,0,65,48,113,111.87,0.5348,0.001
Oradarea Edentata,1,0,65,49,114,122.68,0.5366,0.001
Djerboa Furcipes,1,0,65,50,115,126.36,0.539,0.001
Rhachotropis Antarctica,1,0,135,49,184,514.77,0.5903,0.0043
Themisto Gaudichaudii,1,0,17,56,73,56.45,0.5248,0.0007
Primno Macropa,1,0,17,56,73,56.45,0.5248,0.0007
Ophioperla Koehleri,1,0,0,20,20,0.0,0.4509,0.0005
Ophionotus Victoriae,1,0,193,21,214,438.88,0.6092,0.0065
Ophioceres Incipiens,1,0,130,20,150,190.8,0.5354,0.003
Ophiurolepis Brevirima,1,0,199,20,219,396.95,0.6123,0.0052
Ophiurolepis Gelida,1,0,182,21,203,342.24,0.5867,0.0048
Ophiosparte Gigas,1,0,276,21,297,2282.12,0.7088,0.0214
Ophioperla Ludwigi,1,0,77,20,97,181.89,0.523,0.0049
Ophiacantha Antarctica,1,0,69,21,90,88.18,0.5151,0.001
Astrotoma Agassizii,1,0,198,20,218,559.58,0.6131,0.0046
Astrochlamys Bruneus,1,0,16,20,36,42.22,0.4794,0.0007
